Unnamed: 0,Unnamed: 0.2,Term_id
blew,6573,4724905578699042113
1949footdeep,6574,1918466658420514294
milewid,6575,-8473293776295474677
46,6576,629742613292067768
trillion,6577,1781832410955207077
deepest,6578,-387723598095835410
ninth,6579,-1082506306476675379
klamath,6580,-8124382659981592326
mytholog,6581,3499043442106788768
fieri,6582,-6384235265410546622
underworld,6583,-7965083496035574234
llao,6584,2022689291463008443
skell,6585,6073475790403342185
burst,6586,-1826847030338768863
outward,6587,-69889551676668855
glare,6588,6935658285769533496
watersmok,6589,-5298172587406987283
agoni,6590,-2624344199351814448
sacrific,6591,-2236016383324969099
minivolcano,6592,-4734094434597012617
minicrat,6593,7892083426168887208
lake—known,6594,-8630370487523204605
cauldron—which,6595,1153525026869658813
100yearold,6596,6322860681974574934
hemlock,6597,-1050051409590577127
1896,6598,-9116825534389768878
phantom,6599,-1694203788030219673
audium,6600,3261538848808860982
composit,6601,8641150620479525514
jointli,6602,-4408078752912291395
doug,6603,-3335163734258031456
mceachern,6604,1945012015246905107
stan,6605,3118328496576447395
shaff,6606,-5221421123056374625
audiumtheatr,6607,1560363050345238278
soundsculptur,6608,-2587310552466788312
foyer,6609,-997764144960821160
endow,6610,-6845334002435552663
49,6611,837328327470126652
listen,6612,-7503956101380030694
concentr,6613,-5715001601850617624
envelop,6614,-4354590085778552820
conductor,6615,4774229759614181235
customdesign,6616,79298640620322857
consol,6617,1076309563247207786
176,6618,-5608410100766261709
speed,6619,-7401431776827699276
intermiss,6620,1435934152821281758
discern,6621,9179484607474599826
unexplor,6622,-5665753550096974948
capabl,6623,6973787692936042
vocabulari,6624,8418137571015612252
pursuit,6625,-7690539411336358751
inadequaci,6626,8455068330543541521
maneast11,6627,-5336029227104552232
garbag,6628,2052960250057140576
sanit,6629,1509575953208457374
engin,6630,-3768083971912485087
nelson,6631,-8682245017865973547
molina,6632,-9076391895928528416
hoard,6633,5682199300422116915
caught,6634,4641635902221729277
fellow,6635,8637938033929634047
cowork,6636,-2828872352692272962
extract,6637,2581392878092408823
delug,6638,-8166957144563405000
approv,6639,2468215997982682690
formal,6640,-8690216216154636987
steal,6641,8004896687964182563
nono,6642,8384633979481729883
fiftytwo,6643,5373792665222558246
tightlypack,6644,-6160263482332237209
womb,6645,8896795756333072178
heyday,6646,-8466341801913570780
cartoon,6647,533573740312576240
bighair,6648,5198198293412111991
rocker,6649,8310303193178994333
thrash,6650,1018805363399372897
mayb,6651,104596081750627324
cabbag,6652,-2175191831937352204
kid,6653,-3380475665846334231
pail,6654,5214783458813597977
smurf,6655,-8071149504427644288
can,6656,-8587791600778361628
pacman,6657,-6358498718571022333
mutant,6658,-515975338170685588
ninja,6659,5365567748898604564
atari,6660,-5161220388291634905
hulk,6661,-7330365861650271837
hogan,6662,4142633285352098313
beetlejuic,6663,716472630168044621
nostalg,6664,-6922152903751384465
fad,6665,-5617988010960939522
4500,6666,-8738484939551481041
cutout,6667,-4287390942696101527
puzzl,6668,3742306152891066027
cassett,6669,-4559033742141597427
cartridg,6670,5386581944538449357
inventori,6671,-3360178344477353813
timemachin,6672,-2105480975787498052
jurass,6673,36420100564452138
cereal,6674,7301958073559006151
defin,6675,-5221154810011140277
classifi,6676,6210692626708016793
freakshow,6677,7279505064433822854
achil,6678,2444541611938250741
chatouilleu,6679,-6079738852534351496
carl,6680,5565609944817717551
circu,6681,326069064910302564
maneat,6682,3648945012440146905
edgar,6683,-8499097591389043604
poe,6684,-1120580277845820347
motherinlaw,6685,1877125357021461574
1843,6686,-4926711814635743604
1844,6687,-29725198642135770
telltal,6688,8271283587341562515
household,6689,-8573410006622621975
descent,6690,959721516114643447
cellar,6691,5543588396326120861
wail,6692,-2565594115150729803
alert,6693,2769762276975926840
walken,6694,9131996023683508539
dc,6695,-4801899112851348280
recal,6696,-775313650908225267
monasteri,6697,1350917949381693256
dan,6698,-880630619790330985
brownstyl,6699,-2154034271896561624
martyr,6700,7826850074379225499
facsimil,6701,-4135692580956616434
oversea,6702,3374872104649950730
papal,6703,-3851985462742038611
callistu,6704,741808208443557028
jesu,6705,6279869902405162533
chapel,6706,-4731288611362868087
aristid,6707,7178078789841309514
leonori,6708,-7528246890610633927
minicatacomb,6709,-2103358677934287288
itali,6710,1880741958116647648
scrape,6711,-3856990583919511446
aggreg,6712,-3579606665041291000
spri,6713,-1680127954873069318
120,6714,5418277452554195302
arcad,6715,1966696296236624735
churn,6716,-6393141995059234385
1800yearold,6717,-2636361573779653372
starter,6718,7597943438627414517
1901,6719,1378269935526686118
cylind,6720,5665270289331653515
phonograph,6721,1887802201910271033
brainchild,6722,-157950906953703118
denni,6723,-4912700793617381889
freelanc,6724,6343872770884355505
categori,6725,7437932832907277964
math,6726,3416682460103801691
schools—elementari,6727,6191025002324143802
university—a,6728,-5026266823161924588
8track,6729,1782197991179641697
player,6730,-3610512291651647890
iphon,6731,-4237830513633508210
smartphon,6732,1109994593325391729
windup,6733,5480045142381207108
wicker,6734,5587311471242582133
super,6735,-5958541325662916383
gadget,6736,-1136406680766391099
carrier,6737,-2975673799220205388
modul,6738,7179087719954729983
necess,6739,1538420923135492462
decept,6740,2334302302316101362
muchbelov,6741,6846589070399694212
crazi,6742,-2190286980227594839
826chicago,6743,-8724075806763988845
eight,6744,-4725395797326470233
valencia,6745,7149762379513442969
arbor,6746,-6077165897189715378
liberti,6747,3592687951868849505
silli,6748,-135691852489845387
spyglass,6749,3832504123316833078
nobler,6750,-1789692769294358190
endeavor,6751,-1754645787820687300
like…,6752,2297557454098400447
merchandis,6753,5286892581894838193
crimefight,6754,-3211532063493295848
cyclon,6755,2855729722922753879
mylar,6756,1661427040591368739
spandex,6757,3094236381641986554
hero,6758,-3238174666963489143
villain,6759,2377171227481039976
onestop,6760,7135638689283348209
savori,6761,-1488891239599465259
mindread,6762,-1583309678849761863
fals,6763,2563013125971731132
bookcas,6764,-607345747115196302
afterschool,6765,-970462856109831855
bestsel,6766,2855913589634925496
dave,6767,-6928691183018337777
egger,6768,-360664013861948559
hoxton,6769,-4201337001202730007
banner,6770,829161517519287602
scribe,6771,1701777869018271091
padua,6772,8358922608743183621
duchess,6773,409432846192678538
andor,6774,4408386070820891426
narcot,6775,-3479203453706579135
atropa,6776,-2330027997217430676
belladonna,6777,-1800278002171351054
nightshad,6778,6128181436749346143
strychno,6779,2429739112137976229
nuxvomica,6780,-3744136649027536013
strychnin,6781,-7003116383075363855
conium,6782,5923734942700360086
maculatum,6783,-4340034434765384303
ne,6784,-7751516907385505535
erdowel,6785,-1413710854257357083
jane,6786,-4170850695388351750
unexpectedli,6787,5665578703964297389
northumberland,6788,9005473337049647558
untim,6789,9081224817515427539
knew,6790,-4349526437187071321
meticul,6791,5377685815496283535
1750,6792,-6181966025965897599
ambiti,6793,4358352010205692566
14acr,6794,-6434079460821625349
hark,6795,5395318496883489098
shi,6796,-1736737643767236617
hardtoget,6797,7829611297556722373
poppi,6798,-1134622079096178215
datura,6799,-6485608599890638471
tobacco,6800,5432199054771847013
pose,6801,5260854272201460611
sicken,6802,-1924675079424693654
multilevel,6803,7426455429186892797
treehous,6804,5844973220821681265
alnwick,6805,-6019219703866223682
phase,6806,1630910382062246083
incomplete—fund,6807,-7007009193942270929
forthcom,6808,3435843399966546590
dispens,6809,-5629805179954530247
cent,6810,-8215038978779149260
spit,6811,3528235247386836507
button,6812,5263488244507055500
vend,6813,3287296742425391738
nobodi,6814,-7640353537527565261
spat,6815,6500511463317811654
plunk,6816,5428395322124808691
coke,6817,-1654490717965175798
dew,6818,-6498118279936543272
barq,6819,-7884750250291034456
upgrad,6820,8627099597022980968
wellspr,6821,2958497028156457603
namebrand,6822,-4829782469095475439
locksmith,6823,650613706465438907
17503,6824,9209767251387607958
8th,6825,7184424364742431642
wa,6826,-6495751262142946175
175th,6827,-8038281687645152787
cholera,6828,-8690619340011272875
1830,6829,4028135570351268100
hasten,6830,8852171758073612269
père,6831,2323569509991175955
1804,6832,4192644545661909866
shadi,6833,-6574153346466381035
1833,6834,-6622729040005244043
54,6835,-8409664626436976918
consecr,6836,-5433548154504742932
dissent,6837,2748931141473005685
sect,6838,-3861334631287397170
bound,6839,1623959371169800474
harrow,6840,9043979611679595305
ladbrok,6841,-2523148991693563351
paddington,6842,-1473683354468479491
hrh,6843,9109806157707085480
sussex,6844,3901059349145269205
sixth,6845,-5055374470344211405
sophia,6846,-8237601039305901749
1848,6847,-4844904335204405571
loiter,6848,-3411228130514389614
wwi,6849,17255451923511992
ostentati,6850,6724798732266644054
ramshackl,6851,6652707083517532339
65000,6852,-8526366256515583751
carriageway,6853,-359302276067703597
byway,6854,-7329283136171710778
babbag,6855,8557801727100764899
marc,6856,799447791387890937
isambard,6857,727949369352887823
brunel,6858,1041135912905900775
makepeac,6859,-6786902473433050183
thackeray,6860,-1578901533503372586
gould,6861,9104497093761242492
wilki,6862,-5182582820229041609
trollop,6863,6824320701671484802
terenc,6864,4126346623818814313
rattigan,6865,2262394668320189209
harold,6866,-2467529307575403638
pinter,6867,-243434634254818396
pear,6868,6856899432725938077
wh,6869,6029049406396900765
smith,6870,4305724921825764387
whiteley,6871,-4549808531533707081
mulreadi,6872,-3636199145694511767
jw,6873,1267205579000724154
waterhous,6874,4811850605231503556
byron,6875,-275709299734424925
inlaw,6876,4639965511820300690
catafalqu,6877,-7371740651858483393
hydraul,6878,-8599885210883804622
anglican,6879,-6785143219050303322
hunterian,6880,5734720580881032011
china,6881,1412834558042898657
tang,6882,9011460912993744196
dynasti,6883,961705974099952487
chinatown,6884,-3419757680491405944
seid,6885,-497163224750671892
wasabi,6886,1628871867971636052
sesam,6887,7262717426458466613
peanut,6888,714759943729640306
jelli,6889,-6905609871613363071
oneofa,6890,-1736151940216649824
nonexist,6891,-5194563274028103053
crimescen,6892,9126340585627303777
elderli,6893,-8671720617746222485
socialit,6894,8118898735585523813
penchant,6895,-4236704827075360779
dollhous,6896,-6085748550809439143
classmat,6897,3515362859896530912
examin,6898,7331746272963985217
suffolk,6899,-513851271122080270
burgess,6900,-447794178989039930
magrath,6901,-435396107976789049
glessner,6902,-6593606258259092303
jessica,6903,4735642032771741978
fletcher,6904,5523314035822179156
1931,6905,3648969105052076135
unpreced,6906,4993118519449809668
compendium,6907,2759148363754779868
diorama,6908,-8499542223363097257
painstakingli,6909,-3169246944514958209
craft,6910,-4641227275612021672
overturn,6911,-2142027021129375119
bullethol,6912,7862587598501556258
weeklong,6913,-479938178089983509
seminar,6914,-6856998284968541385
scour,6915,8551309923086220395
flashlight,6916,7363566372263763741
magnifi,6917,-6496485303598409005
deduc,6918,-6003779008993386810
maryland,6919,-5935169233481833170
50000,6920,2201264625485900946
nutshel,6921,6741611215174250263
unexplain,6922,-7140496894652186857
banksi,6923,9186201450966593494
graffitist,6924,-3117997985905863016
employ,6925,520598050794045716
background,6926,400560295877482347
easel,6927,-8237472715156452972
manipul,6928,-2247753479785616162
prankish,6929,-1786963936095692155
denounc,6930,-4077462970754250371
acclaim,6931,7889872236020077109
apprais,6932,7725089183208491848
debaucheri,6933,-5450772552289917832
hedon,6934,-4489447724691528204
lighter,6935,6953908979335034916
omin,6936,2145131162152319445
isol,6937,-7877664026102858989
bunch,6938,2498022776205241131
nt,6939,-1830103072134589144
sparkl,6940,8975760178418015874
gangstersoak,6941,1387169452533166807
indulg,6942,-6146895385018655495
atom,6943,-7937333710454779603
sober,6944,-5029826467295453727
tripl,6945,-4990327157232110948
excit,6946,3554388866040647879
billow,6947,4440361027588072425
smithsonian,6948,-4991171772132878458
geiger,6949,4254226659211080088
sociolog,6950,-1536387853085810281
trend,6951,7212140191297441719
1894,6952,1797778851865600370
midwint,6953,-2794362655866407632
ochaya,6954,3308784436986922199
prove,6955,3925154291746363788
temporari,6956,-4500311491253609870
sizabl,6957,-37817329188627697
plu,6958,-7350231698255473333
makoto,6959,-4536932670627316027
hagiwara,6960,705808673704583887
superintend,6961,-1891472500337150958
mclaren,6962,-5465307356933764528
gentleman,6963,-3777276416069764801
agreement,6964,190087618165840578
caretak,6965,1193377928620840899
pour,6966,-7416320842771380648
talent,6967,1765264803091363217
1942,6968,-7595462708130854722
120000,6969,-3650960222706465464
drum,6970,5449544256273541621
taiko,6971,-3795051390188662809
bashi,6972,1027908284354557800
modif,6973,-4460168054612835783
behold,6974,6049916722130490744
moon,6975,-4351989385424959363
damp,6976,-4491076442731196677
impract,6977,699192934478397771
cooki,6978,3805542844033582191
crispi,6979,3898023629882648615
snack,6980,3778678143060799562
contenti,6981,-6630006974861317547
historian,6982,-6628720698316914561
quip,6983,3467647442411043392
toast,6984,8591634008600015355
crémieux,6985,-6453683335037050789
suit,6986,1057226107609829366
colorsatur,6987,4199568087684682537
throughway,6988,99883333625912805
lyon,6989,6668427200331987576
reminisc,6990,-7419406541901295696
portobello,6991,-2508070249727516890
not,6992,-3743879004685001585
burano,6993,-1834292423664139599
venic,6994,7147148875879212368
amid,6995,-1164412722886535256
façad,6996,-8522575748302926045
tromp,6997,7428266009688861541
œil,6998,3375031573428652961
somehow,6999,8901167031151328844
depth,7000,7361340311132325261
defend,7001,-257491878348368189
jewish,7002,5387731559511974397
sieg,7003,-3122265778779135232
forget,7004,-4133970080009294703
lens,7005,6195249479786111032
inconsider,7006,255362090639176584
cremieux,7007,9104208704571903223
courtesi,7008,-5261131291813947948
cusco,7009,-8313788072239348027
11000,7010,308583341626528782
inca,7011,-1998176147651844652
palpabl,7012,-8484296594821650170
profoundli,7013,2775497059350839306
sacsayhuaman,7014,-1213033014204861738
behemoth,7015,5384786222930325057
incan,7016,-356463349512291354
nice,7017,8108613956461205624
monasterio,7018,5286445738024814051
orient,7019,3054171334502671113
agua,7020,6681244491244616052
calient,7021,3078109256951934976
surprisingli,7022,5726723572982554228
machu,7023,3847319104910445107
picchu,7024,-405399082372766218
northwestward,7025,4440586736884290349
amazon,7026,1358720766070488289
biom,7027,-1135290040561938091
urubamba,7028,-7797347557013820767
plung,7029,8135242559280943522
kayak,7030,-3990887266091386382
corn,7031,-968259604103637646
cob,7032,-3023798683313753868
kernel,7033,-7440899260983207391
stonework,7034,6621954614135209265
delici,7035,-7961737162935155847
and,7036,4791140983679938370
godallmighti,7037,3652313298683413177
predecessor,7038,7279892937010642907
master,7039,-7127213985430537840
everybodi,7040,542663489616786920
nearperfect,7041,8380573600363082212
fault,7042,8586974787465454856
citadel,7043,4406490686345377552
peruvian,7044,-7950401987757692395
unesco,7045,7706658177634716377
1983,7046,-6104911415920656996
sentiment,7047,-7266777027448613262
oftrep,7048,-43866048636757537
shopmuseum,7049,4915574094367240364
freakybuttru,7050,-6464863625340740655
peculiarium,7051,-27320231647046859
conrad,7052,1825332680537708178
talmadg,7053,-5653307632512399801
elwood,7054,-1159493545822159973
freaki,7055,5616513604806766634
zani,7056,-710870434969810074
forgot,7057,5320752198529478622
huckster,7058,-4593240257182364446
bigfoot,7059,-8567710711664112179
jampack,7060,7853232094526285875
gag,7061,-740136832940794243
zombi,7062,-3085763746547763541
selfi,7063,-2380641894275503922
evillook,7064,-6417380747581293295
krampu,7065,3832290932811673721
squirminduc,7066,1705797108669523916
edibl,7067,7498159766553569984
mealworm,7068,-5614729564201175524
cricket,7069,-6927029389080519313
1st,7070,8692510521283182035
peculiaruim,7071,8174034391491121182
covid19,7072,-309241009482731586
pandem,7073,-5789320438264057335
albino,7074,-3124107200755260240
necrom,7075,4399298102145962493
seller,7076,-7281395861329163509
sutur,7077,-2298251477814785658
absolut,7078,-3292617211038494174
aunt,7079,-1715884306652177293
melda,7080,-442842335951673234
unabl,7081,7070937419930234620
biforc,7082,6595215244591408630
emblazon,7083,7294998143142245699
inprogress,7084,-4214585332397478528
dam,7085,7585219233963063735
saintmichel,7086,-6676236353092804249
singularli,7087,-6219417775549924733
schemat,7088,-7346479401174854360
sepulchr,7089,-1819622180377578364
jerusalem,7090,94248668111200855
abbot,7091,-7910904863484363421
count,7092,7785197691321404883
arthurian,7093,-60004579836758456
malori,7094,7728224830499523254
devour,7095,4141741680319420518
audra,7096,5879216141618654113
kunkl,7097,7667875681660894760
victoriancemeteri,7098,-4997610295104951643
noserel,7099,4544941810759393920
robotmus,7100,70914938859359637
haightashburi,7101,1348638252851174570
goth,7102,700311977592316939
though—,7103,157074491322442627
ethic,7104,1114039958134111112
eyebal,7105,6479480966359519824
lucit,7106,-5998048384114809037
brickandmortar,7107,5235585630525329776
onlineonli,7108,-431606493987397765
conservatori,7109,-8542229518464307380
pitcher,7110,5513423050970106002
nepenth,7111,1152293533832500806
diet,7112,5902250407646753542
lure,7113,-215640572574484493
slick,7114,-3178867612036448254
stew,7115,-2141990149183019497
digest,7116,-2929654061924621491
enzym,7117,-8413394665764730962
elixir,7118,-3437696809369542857
troy,7119,-405919980280187442
eras,7120,752299789738084114
sorrow,7121,-8856132202381558533
odyssey,7122,7303891834943140165
cook,7123,-1140958288721010274
rice,7124,7440988621378205225
steril,7125,4070799728391362596
fluid,7126,2437016148379764255
unopen,7127,-2589893841808078806
eyewash,7128,5009505508985165242
asthma,7129,805726641738227877
reliev,7130,7262177292577959619
painkil,7131,8647448764367628661
childbirth,7132,2630081588868142891
indigest,7133,3456580936581257265
heartburn,7134,6116266289233861506
ailment,7135,5306675319710798384
dysenteri,7136,4698372766271063697
wealthi,7137,167582935452718908
hemispher,7138,8956308117473312442
dryli,7139,6957140453771087094
mazelik,7140,-2919344729883201409
etienn,7141,3774712383488753353
boré,7142,4243039218156078804
freakout,7143,-4433844539286999912
nicholson,7144,-4875033105655131256
undergon,7145,-8274302641827568458
lafayett,7146,9071087002032649780
zion,7147,-410760334619623517
skinni,7148,6973634825932188023
drastic,7149,154901532235190496
taller,7150,2843948579743930301
bucket,7151,785152443410886347
intrepid,7152,-1020324720536426190
fork,7153,-6452579383344777411
sinawava,7154,-2574117624795966986
depend,7155,6596820297376784921
simultan,7156,3618733453249585125
drench,7157,6024314724244094598
slosh,7158,1428695489102897449
cubic,7159,-2347139741884125069
espit,7160,1013028794318135955
wade,7161,2794725887803018877
trekker,7162,-8650601079904783563
jj,7163,-279872382664576496
ott,7164,2134545870202040084
buckwampum,7165,-3346348298123013341
belllik,7166,-3555105704014171869
tone,7167,873491853687142196
procur,7168,-5393383539312019198
unclear,7169,-9005255881550671244
ear,7170,-1646585852121669681
perceiv,7171,-4487071687515311172
furthermor,7172,-3797166675830916870
freezethaw,7173,-3494131408622360350
tempt,7174,7002605124063081719
pocket,7175,900757378389271441
futil,7176,3525828169219314241
abil,7177,-3974193061309148721
congress,7178,1723052360541067910
bullishli,7179,-7803479432916208457
error,7180,8746867559648198649
archeolog,7181,-7367830592005853908
aztec,7182,3735554027610515954
sinagua,7183,-1243667809305111793
precolumbian,7184,-5034575333330256668
intruder—man,7185,8344010788887017327
beast—with,7186,-730347158685536138
unsavori,7187,-7603216487939739058
motiv,7188,6221031385770167154
stomp,7189,8504981903706878249
beanstalk,7190,4513119461752903581
breath,7191,8375307200998114172
exhaust,7192,2853897375468271803
communityrun,7193,8517875167949095493
garfield,7194,-8878299753502429147
palm,7195,3181488718608431706
gush,7196,-5914512982895905935
botanist,7197,-941226011067535142
365,7198,6043971366214232731
lakich,7199,-1504579394185843358
jenkin,7200,9049632877081412198
derbi,7201,421949672396381020
grauman,7202,2361540806623211491
mona,7203,-2685811787544840381
upandcom,7204,4055273153396032807
nighttim,7205,-8002094819177633281
bustour,7206,-1076387590785850847
glendal,7207,8281364261611316072
tajikistan,7208,-6845342245603419971
tearoom,7209,-9138436394666785855
pavilion,7210,5575076633468154040
leipzig,7211,-6182588443666532030
soviet,7212,7192428824721541014
persian,7213,2484829803888166958
thick,7214,-5222947817722362714
cushion,7215,-781730427839020000
russian,7216,3262382505243460662
resort,7217,-5282923446646028901
samovar,7218,4351981018241556924
festungsgraben,7219,-1900907187249967031
kunsthof,7220,-2503159062966662569
secondtallest,7221,-739952992890193914
antenna,7222,-5153999897564621154
unriv,7223,198132305427887596
cityscap,7224,5682726087350016644
1353,7225,-4491108392579984881
skydeck,7226,-8563157508515181578
perch,7227,-5850749422270153247
vertigoworthi,7228,4123671316728782914
sear,7229,-6368832854109516194
14thtallest,7230,-6536490089935804309
110,7231,-6194974963910711097
1450,7232,-1697382817150923610
ledg,7233,-4126695751567430808
compart,7234,-1790661798594712533
oneandahalf,7235,2733719585252205312
transpar,7236,9128038631565964527
halcrow,7237,923413276259796751
yoll,7238,-2570855286389155928
skidmor,7239,-5576929707996994572
merril,7240,-7834638567461289358
retract,7241,-618474919748077446
nearinvis,7242,270500467707713212
floatingonair,7243,-2283120775073857228
forehead,7244,8229712622787820841
smudg,7245,1567895430677051034
tediou,7246,6441582182278315320
footprint,7247,6188275717786257946
fearless,7248,857958497065113983
handprint,7249,-3166070303548603879
nervou,7250,-728976613585925864
oldfashion,7251,-2212187859799579088
entryway,7252,-1316626410814077188
vacanc,7253,-8477205248510968677
lushli,7254,-3700125347858533472
hallway—behind,7255,5148031941049699214
speakeasystyl,7256,8475159922705149683
tightrop,7257,-6553151190861815491
walker,7258,4036785438257722311
firebreath,7259,-7229503250767543467
cigar,7260,-826117989657179324
svartifoss,7261,-3174125102961632731
skaftafel,7262,6478257408446905075
languid,7263,-1428733275835592610
frosti,7264,-1856315689301347996
gentli,7265,-2561720130708783190
backdrop,7266,7314434970279228521
sharp,7267,355439283499289414
bon,7268,7301892428334666181
iver,7269,-8100736834940039782
holocen,7270,6493171589724062184
loren,7271,-4441663227942187394
coleman,7272,2717896208485708316
pursu,7273,-8689419372479695159
inexplic,7274,1238333041273969760
foremost,7275,6416011622276737543
cryptozoolog,7276,5724395282485078675
disciplin,7277,-5580441346809321261
unverifi,7278,-1777923869840959235
serpent,7279,7041604194596441510
yettobefound,7280,1097374699949698598
cryptid,7281,8283931421592170217
worldwide…,7282,4240864590371309223
coelacanth,7283,-2101400702071812061
okapi,7284,-7950948511841295578
megamouth,7285,6153960424914042811
shark,7286,-899802850241141096
panda,7287,-5974573628123877746
gorilla,7288,-8826762245040938163
eightandahalffoot,7289,-4066443228200037226
300pound,7290,-8199917985660324552
crookston,7291,7771813963412791521
fecal,7292,-4960806244050919754
acknowledg,7293,4551319812807739193
gateway,7294,-8107701646021091538
spark,7295,-4918314006854450903
popularlyaccept,7296,-9010194885251256403
exploratori,7297,8799607952820335534
researchori,7298,7672575810509248318
anthropolog,7299,7938373826894777724
assert,7300,-941954239514595264
montauk,7301,6841399497118405738
milieu,7302,-902430649107672678
ginza,7303,8836133161262765799
beg,7304,-7443921910354993620
aptli,7305,3765735217227585316
vip,7306,4786388244531485872
waiter,7307,-7006644055793832682
snappi,7308,8650027606347547309
tuxedo,7309,-1695333362563699558
waitress,7310,8078870349967597503
maid,7311,-1153406332359019071
glide,7312,7029354640558724854
dish,7313,-708862225189304117
dine,7314,1948232338933331660
redcov,7315,-3427575521416149697
aperitif,7316,-6062878120064566472
garnish,7317,8378045263396237506
aura,7318,-368819820962357662
bram,7319,4006307361360650347
stoker,7320,5620933267643956531
appetit,7321,8703453234274202652
bloodsoak,7322,6076679420136630891
dim,7323,-3026445215983969100
flagship,7324,-8504139788673989130
bragg,7325,1637623411527220977
threw,7326,2807443809845014778
applianc,7327,-1805146700669272726
lumber,7328,-1144032829352376026
rubbish,7329,-7220487728587208511
c,7330,-6929887634153790725
cleanup,7331,578277595516827863
undertaken,7332,4748809112400942314
ceaseless,7333,2312277348600350630
38acr,7334,4837901173398059707
mackerrich,7335,-8994660324067539487
forag,7336,-4378845940718077702
washedup,7337,-8790162396951514142
shawne,7338,5799564535707255025
welldocu,7339,8267188331415524690
conflict,7340,6662566625499479902
mitchel,7341,-1466632928541367271
800acr,7342,-1184718133137618859
1783,7343,6641633430929145439
band,7344,-3021060914737685421
bloodi,7345,-789959017843222354
retali,7346,-3158899635075641290
clover,7347,-4828955019106232677
massacr,7348,7058925615937951843
1926,7349,-5267750441049081490
funfair,7350,8337305371550710853
ricketi,7351,-2533269112951905749
swing,7352,-8956938714603905069
unkempt,7353,-6579320722498838233
veng,7354,6817144509823955039
coalit,7355,5768200042075541887
bungalow,7356,-5473159507323473289
effervesc,7357,8464738208778627899
artworkinprogress,7358,1349491467995349489
reef,7359,-3742224587242682272
spectrum,7360,7964912200058451992
radiat,7361,5342021712315160882
cheri,7362,4995647437403930201
pann,7363,615517490182436919
gonzalo,7364,-8448589311045004230
duran,7365,2714996223467979832
feast,7366,2423099026617191652
affair,7367,6125164616607588184
canvas,7368,7162976247780985409
shatter,7369,8533799041131860938
distribut,7370,-6364436680147710305
beig,7371,5941504054945567786
stucco,7372,-2586430507501674746
process–ther,7373,-3329616486412554314
tiles–but,7374,1351411862829314700
overload,7375,-6459221812153551400
fruit,7376,-8702062302478417689
kinney,7377,4623357987383259158
goudreau,7378,3130065302476621799
momath,7379,7725045888302325345
satisfi,7380,-4386625527949753798
twostorytal,7381,-892858258873905555
tech,7382,4343677039489384018
underpin,7383,-4616382734677676076
bog,7384,7741005897641300247
formula,7385,-1722577450983698873
algebra,7386,6807886909694939288
sensori,7387,-7298324396466646130
behav,7388,7322679623206290811
intuit,7389,-6930516835726981526
droid,7390,6857488141200491121
serious,7391,9082263561255526877
jealou,7392,-8678485847873416681
slightest,7393,1919454524769239315
dynam,7394,803403434028954957
fractal,7395,-6589675993241885048
percept,7396,5745321717252583174
neverend,7397,165848264911287907
rubik,7398,-4609523339517620214
fool,7399,2821579056123381931
calcul,7400,8261558671635480428
drift,7401,-709665041204459791
pray,7402,-4187139232608215923
claw,7403,4026573944495068672
thirteen,7404,3937406163271502425
roger,7405,6158362301488747574
wl,7406,6719448894889913392
ripley,7407,1099303970460151667
hustl,7408,3320663974591271212
brattl,7409,5069991725693702088
250000,7410,4534389488543420526
jd,7411,6401538604940303943
saling,7412,4714341952516065771
eat,7413,5210886432175974948
bump,7414,1199551898176116709
stool,7415,7213805353339898516
sandwich,7416,-5770278046800920883
openair,7417,6433760619463964227
encyclopedia,7418,8213451951736896680
patchwork,7419,-6466030884435548084
toni,7420,1806829034806479802
italo,7421,-3682974153778585411
calvino,7422,-8921000229098178682
administ,7423,9002008716614234814
servant,7424,357772343497250147
usa,7425,9018314244530173256
thanksgiv,7426,-8611797641597262842
noon,7427,5938433830161603732
oh,7428,-461165542804623915
ol,7429,4260435809668622188
orgasm,7430,-727494839235462239
cure,7431,4929263340473227698
hysteria—character,7432,-4767385745432178808
anxieti,7433,-8153957549489705531
sexual,7434,-3182687412590268109
insomnia,7435,-3499162624900489316
retent,7436,-7633815871379310855
abdomen,7437,-5211038604757983799
muscl,7438,3221317951260106213
spasm,7439,1588049874883224500
irrit,7440,-2867146688052387624
parad,7441,-6534052760763033440
teakettl,7442,4693103603405931122
toaster—and,7443,202629877631410713
velvetlin,7444,5985387241464333922
boudoir,7445,-9180853667248791226
youth,7446,-315298164434209769
throb,7447,3896971577896412164
violat,7448,-3472826198246731831
antiobscen,7449,-4343254427906442076
newlyr,7450,7809992300577037709
stigma,7451,4587548100727798787
unvari,7452,3910685655130794155
eschew,7453,1104270281860815290
vinyl,7454,-8167682673793556675
portabl,7455,6639190117846633929
scientificlook,7456,1858246996824894859
rejuven,7457,7026349419667873798
eisenhowerera,7458,-8606880084608547607
reduct,7459,2890100230394554169
massag,7460,-7361866314988240426
complexion,7461,-3540611556999454709
lustrou,7462,-4854728123280170518
taut,7463,500880713548179267
chin,7464,16040399412294841
fashions—al,7465,5827476811686550971
collarbon,7466,3936328005879507778
strahov,7467,-7966699781534374841
secondoldest,7468,5785447388578716802
monestari,7469,-5544841981846269225
1140,7470,9164668835144041172
ravag,7471,4983204144875457223
theolog,7472,5459422290795119038
18000,7473,-1921129409601917476
42000,7474,-7965569614425894010
fresco,7475,-1472678004157056840
gild,7476,-2886242953745644643
